ID,year,city_ID,city_FAA,aveTemp,LAT,LONG,ELEV,City
375,1968,7,BOI,52.225,43.5666,-116.24055,875.4,Boise
376,1969,7,BOI,51.70833333,43.5666,-116.24055,875.4,Boise
377,1970,7,BOI,51.90833333,43.5666,-116.24055,875.4,Boise
378,1971,7,BOI,51.40833333,43.5666,-116.24055,875.4,Boise
379,1972,7,BOI,50.875,43.5666,-116.24055,875.4,Boise
380,1973,7,BOI,52.85833333,43.5666,-116.24055,875.4,Boise
381,1974,7,BOI,52.1,43.5666,-116.24055,875.4,Boise
382,1975,7,BOI,50.70833333,43.5666,-116.24055,875.4,Boise
383,1976,7,BOI,49.85833333,43.5666,-116.24055,875.4,Boise
384,1977,7,BOI,50.70833333,43.5666,-116.24055,875.4,Boise
385,1978,7,BOI,50.96666667,43.5666,-116.24055,875.4,Boise
386,1979,7,BOI,50.33333333,43.5666,-116.24055,875.4,Boise
387,1980,7,BOI,50.88333333,43.5666,-116.24055,875.4,Boise
388,1981,7,BOI,51.66666667,43.5666,-116.24055,875.4,Boise
389,1982,7,BOI,48.60833333,43.5666,-116.24055,875.4,Boise
390,1983,7,BOI,51.09166667,43.5666,-116.24055,875.4,Boise
391,1984,7,BOI,47.83333333,43.5666,-116.24055,875.4,Boise
392,1985,7,BOI,45.8,43.5666,-116.24055,875.4,Boise
393,1986,7,BOI,51.775,43.5666,-116.24055,875.4,Boise
394,1987,7,BOI,52.75833333,43.5666,-116.24055,875.4,Boise
395,1988,7,BOI,51.91666667,43.5666,-116.24055,875.4,Boise
396,1989,7,BOI,50.03333333,43.5666,-116.24055,875.4,Boise
397,1990,7,BOI,51.66666667,43.5666,-116.24055,875.4,Boise
398,1991,7,BOI,51.13333333,43.5666,-116.24055,875.4,Boise
399,1992,7,BOI,53.24166667,43.5666,-116.24055,875.4,Boise
400,1993,7,BOI,48.66666667,43.5666,-116.24055,875.4,Boise
401,1994,7,BOI,52.325,43.5666,-116.24055,875.4,Boise
402,1995,7,BOI,52.23333333,43.5666,-116.24055,875.4,Boise
403,1996,7,BOI,52.24166667,43.5666,-116.24055,875.4,Boise
404,1997,7,BOI,52.83333333,43.5666,-116.24055,875.4,Boise
405,1998,7,BOI,53.68333333,43.5666,-116.24055,875.4,Boise
406,1999,7,BOI,52.60833333,43.5666,-116.24055,875.4,Boise
407,2000,7,BOI,52.70833333,43.5666,-116.24055,875.4,Boise
408,2001,7,BOI,52.76666667,43.5666,-116.24055,875.4,Boise
409,2002,7,BOI,52.35,43.5666,-116.24055,875.4,Boise
410,2003,7,BOI,54.75833333,43.5666,-116.24055,875.4,Boise
411,2004,7,BOI,53.075,43.5666,-116.24055,875.4,Boise
412,2005,7,BOI,52.38333333,43.5666,-116.24055,875.4,Boise
413,2006,7,BOI,53.68333333,43.5666,-116.24055,875.4,Boise
414,2007,7,BOI,54.125,43.5666,-116.24055,875.4,Boise
415,2008,7,BOI,52.34166667,43.5666,-116.24055,875.4,Boise
416,2009,7,BOI,52.55,43.5666,-116.24055,875.4,Boise
417,2010,7,BOI,53.275,43.5666,-116.24055,875.4,Boise
418,2011,7,BOI,52.38333333,43.5666,-116.24055,875.4,Boise
419,2012,7,BOI,55.26666667,43.5666,-116.24055,875.4,Boise
420,2013,7,BOI,51.76666667,43.5666,-116.24055,875.4,Boise
421,2014,7,BOI,54.14166667,43.5666,-116.24055,875.4,Boise
422,2015,7,BOI,55.35,43.5666,-116.24055,875.4,Boise
423,2016,7,BOI,54.35,43.5666,-116.24055,875.4,Boise
424,2017,7,BOI,52.88333333,43.5666,-116.24055,875.4,Boise
425,2018,7,BOI,54.04166667,43.5666,-116.24055,875.4,Boise
426,2019,7,BOI,52.89166667,43.5666,-116.24055,875.4,Boise
427,2020,7,BOI,54.00833333,43.5666,-116.24055,875.4,Boise
428,1960,8,BOS,51.4,42.3606,-71.0097,3.7,Boston
429,1961,8,BOS,51,42.3606,-71.0097,3.7,Boston
430,1962,8,BOS,49.80833333,42.3606,-71.0097,3.7,Boston
431,1963,8,BOS,50.99166667,42.3606,-71.0097,3.7,Boston
432,1964,8,BOS,50.15,42.3606,-71.0097,3.7,Boston
433,1965,8,BOS,49.59166667,42.3606,-71.0097,3.7,Boston
434,1966,8,BOS,51.44166667,42.3606,-71.0097,3.7,Boston
435,1967,8,BOS,49.45,42.3606,-71.0097,3.7,Boston
436,1968,8,BOS,50.375,42.3606,-71.0097,3.7,Boston
437,1969,8,BOS,51.16666667,42.3606,-71.0097,3.7,Boston
438,1970,8,BOS,50.85,42.3606,-71.0097,3.7,Boston
439,1971,8,BOS,51.20833333,42.3606,-71.0097,3.7,Boston
440,1972,8,BOS,50.4,42.3606,-71.0097,3.7,Boston
441,1973,8,BOS,53,42.3606,-71.0097,3.7,Boston
442,1974,8,BOS,50.9,42.3606,-71.0097,3.7,Boston
443,1975,8,BOS,52.825,42.3606,-71.0097,3.7,Boston
444,1976,8,BOS,52.16666667,42.3606,-71.0097,3.7,Boston
445,1977,8,BOS,52.51666667,42.3606,-71.0097,3.7,Boston
446,1978,8,BOS,50.34166667,42.3606,-71.0097,3.7,Boston
447,1979,8,BOS,52.06666667,42.3606,-71.0097,3.7,Boston
448,1980,8,BOS,50.625,42.3606,-71.0097,3.7,Boston
449,1981,8,BOS,51.50833333,42.3606,-71.0097,3.7,Boston
450,1982,8,BOS,50.98333333,42.3606,-71.0097,3.7,Boston
451,1983,8,BOS,53.16666667,42.3606,-71.0097,3.7,Boston
452,1984,8,BOS,51.58333333,42.3606,-71.0097,3.7,Boston
453,1985,8,BOS,51.00833333,42.3606,-71.0097,3.7,Boston
454,1986,8,BOS,50.85,42.3606,-71.0097,3.7,Boston
455,1987,8,BOS,50.44166667,42.3606,-71.0097,3.7,Boston
456,1988,8,BOS,51.34166667,42.3606,-71.0097,3.7,Boston
457,1989,8,BOS,50.33333333,42.3606,-71.0097,3.7,Boston
458,1990,8,BOS,53.18333333,42.3606,-71.0097,3.7,Boston
459,1991,8,BOS,53.40833333,42.3606,-71.0097,3.7,Boston
460,1992,8,BOS,50.15833333,42.3606,-71.0097,3.7,Boston
461,1993,8,BOS,51.59166667,42.3606,-71.0097,3.7,Boston
462,1994,8,BOS,52.15,42.3606,-71.0097,3.7,Boston
463,1995,8,BOS,51.43333333,42.3606,-71.0097,3.7,Boston
464,1996,8,BOS,50.85833333,42.3606,-71.0097,3.7,Boston
465,1997,8,BOS,50.91666667,42.3606,-71.0097,3.7,Boston
466,1998,8,BOS,53.00833333,42.3606,-71.0097,3.7,Boston
467,1999,8,BOS,52.76666667,42.3606,-71.0097,3.7,Boston
468,2000,8,BOS,50.60833333,42.3606,-71.0097,3.7,Boston
469,2001,8,BOS,52.525,42.3606,-71.0097,3.7,Boston
470,2002,8,BOS,52.84166667,42.3606,-71.0097,3.7,Boston
471,2003,8,BOS,50.175,42.3606,-71.0097,3.7,Boston
472,2004,8,BOS,50.775,42.3606,-71.0097,3.7,Boston
473,2005,8,BOS,50.98333333,42.3606,-71.0097,3.7,Boston
474,2006,8,BOS,53.11666667,42.3606,-71.0097,3.7,Boston
475,2007,8,BOS,51.59166667,42.3606,-71.0097,3.7,Boston
476,2008,8,BOS,52.01666667,42.3606,-71.0097,3.7,Boston
477,2009,8,BOS,50.80833333,42.3606,-71.0097,3.7,Boston
478,2010,8,BOS,53.75833333,42.3606,-71.0097,3.7,Boston
479,2011,8,BOS,53.31666667,42.3606,-71.0097,3.7,Boston
480,2012,8,BOS,54.15,42.3606,-71.0097,3.7,Boston
481,2013,8,BOS,52.00833333,42.3606,-71.0097,3.7,Boston
482,2014,8,BOS,51.13333333,42.3606,-71.0097,3.7,Boston
483,2015,8,BOS,51.6,42.3606,-71.0097,3.7,Boston
484,2016,8,BOS,53.4,42.3606,-71.0097,3.7,Boston
485,2017,8,BOS,52.56666667,42.3606,-71.0097,3.7,Boston
486,2018,8,BOS,53.04166667,42.3606,-71.0097,3.7,Boston
487,2019,8,BOS,53.3,42.3606,-71.0097,3.7,Boston
488,2020,8,BOS,53.50833333,42.3606,-71.0097,3.7,Boston
489,1960,9,BTV,44.24166667,44.4683,-73.1499,100.6,Burlington
490,1961,9,BTV,43.14166667,44.4683,-73.1499,100.6,Burlington
491,1962,9,BTV,41.95,44.4683,-73.1499,100.6,Burlington
492,1963,9,BTV,41.875,44.4683,-73.1499,100.6,Burlington
493,1964,9,BTV,43.99166667,44.4683,-73.1499,100.6,Burlington
494,1965,9,BTV,43.19166667,44.4683,-73.1499,100.6,Burlington
495,1966,9,BTV,43.725,44.4683,-73.1499,100.6,Burlington
496,1967,9,BTV,43.25,44.4683,-73.1499,100.6,Burlington
497,1968,9,BTV,41.73333333,44.4683,-73.1499,100.6,Burlington
498,1969,9,BTV,42.55,44.4683,-73.1499,100.6,Burlington
499,1970,9,BTV,42.45833333,44.4683,-73.1499,100.6,Burlington
500,1971,9,BTV,43.425,44.4683,-73.1499,100.6,Burlington
501,1972,9,BTV,42.29166667,44.4683,-73.1499,100.6,Burlington
502,1973,9,BTV,46.08333333,44.4683,-73.1499,100.6,Burlington
503,1974,9,BTV,44.25,44.4683,-73.1499,100.6,Burlington
504,1975,9,BTV,46.03333333,44.4683,-73.1499,100.6,Burlington
505,1976,9,BTV,43.69166667,44.4683,-73.1499,100.6,Burlington
506,1977,9,BTV,45.325,44.4683,-73.1499,100.6,Burlington
507,1978,9,BTV,42.69166667,44.4683,-73.1499,100.6,Burlington
508,1979,9,BTV,45.35833333,44.4683,-73.1499,100.6,Burlington
509,1980,9,BTV,44.225,44.4683,-73.1499,100.6,Burlington
510,1981,9,BTV,45.89166667,44.4683,-73.1499,100.6,Burlington
511,1982,9,BTV,45.19166667,44.4683,-73.1499,100.6,Burlington
512,1983,9,BTV,45.75833333,44.4683,-73.1499,100.6,Burlington
513,1984,9,BTV,45.58333333,44.4683,-73.1499,100.6,Burlington
514,1985,9,BTV,44.46666667,44.4683,-73.1499,100.6,Burlington
515,1986,9,BTV,44.925,44.4683,-73.1499,100.6,Burlington
516,1987,9,BTV,45.48333333,44.4683,-73.1499,100.6,Burlington
517,1988,9,BTV,45.45,44.4683,-73.1499,100.6,Burlington
518,1989,9,BTV,44.58333333,44.4683,-73.1499,100.6,Burlington
519,1990,9,BTV,47.51666667,44.4683,-73.1499,100.6,Burlington
520,1991,9,BTV,47,44.4683,-73.1499,100.6,Burlington
521,1992,9,BTV,44.29166667,44.4683,-73.1499,100.6,Burlington
522,1993,9,BTV,44.65,44.4683,-73.1499,100.6,Burlington
523,1994,9,BTV,45.01666667,44.4683,-73.1499,100.6,Burlington
524,1995,9,BTV,46.78333333,44.4683,-73.1499,100.6,Burlington
525,1996,9,BTV,45.24166667,44.4683,-73.1499,100.6,Burlington
526,1997,9,BTV,44.36666667,44.4683,-73.1499,100.6,Burlington
527,1998,9,BTV,48.25,44.4683,-73.1499,100.6,Burlington
528,1999,9,BTV,47.80833333,44.4683,-73.1499,100.6,Burlington
529,2000,9,BTV,44.91666667,44.4683,-73.1499,100.6,Burlington
530,2001,9,BTV,47.16666667,44.4683,-73.1499,100.6,Burlington
531,2002,9,BTV,47,44.4683,-73.1499,100.6,Burlington
532,2003,9,BTV,44.825,44.4683,-73.1499,100.6,Burlington
533,2004,9,BTV,44.5,44.4683,-73.1499,100.6,Burlington
534,2005,9,BTV,46.41666667,44.4683,-73.1499,100.6,Burlington
535,2006,9,BTV,48.08333333,44.4683,-73.1499,100.6,Burlington
536,2007,9,BTV,45.55833333,44.4683,-73.1499,100.6,Burlington
537,2008,9,BTV,46.25833333,44.4683,-73.1499,100.6,Burlington
538,2009,9,BTV,45.6,44.4683,-73.1499,100.6,Burlington
539,2010,9,BTV,47.96666667,44.4683,-73.1499,100.6,Burlington
540,2011,9,BTV,47.58333333,44.4683,-73.1499,100.6,Burlington
541,2012,9,BTV,49.89166667,44.4683,-73.1499,100.6,Burlington
542,2013,9,BTV,47.06666667,44.4683,-73.1499,100.6,Burlington
543,2014,9,BTV,46.41666667,44.4683,-73.1499,100.6,Burlington
544,2015,9,BTV,47.11666667,44.4683,-73.1499,100.6,Burlington
545,2016,9,BTV,49.24166667,44.4683,-73.1499,100.6,Burlington
546,2017,9,BTV,48.75833333,44.4683,-73.1499,100.6,Burlington
547,2018,9,BTV,48.075,44.4683,-73.1499,100.6,Burlington
548,2019,9,BTV,46.375,44.4683,-73.1499,100.6,Burlington
549,2020,9,BTV,49.48333333,44.4683,-73.1499,100.6,Burlington
550,1960,10,BUF,47.26666667,42.93997,-78.73615,218.2,Buffalo
551,1961,10,BUF,47.33333333,42.93997,-78.73615,218.2,Buffalo
552,1962,10,BUF,46.28333333,42.93997,-78.73615,218.2,Buffalo
553,1963,10,BUF,46.04166667,42.93997,-78.73615,218.2,Buffalo
554,1964,10,BUF,48.075,42.93997,-78.73615,218.2,Buffalo
555,1965,10,BUF,47.09166667,42.93997,-78.73615,218.2,Buffalo
556,1966,10,BUF,46.675,42.93997,-78.73615,218.2,Buffalo
557,1967,10,BUF,47.575,42.93997,-78.73615,218.2,Buffalo
558,1968,10,BUF,47.575,42.93997,-78.73615,218.2,Buffalo
559,1969,10,BUF,47.025,42.93997,-78.73615,218.2,Buffalo
560,1970,10,BUF,47.575,42.93997,-78.73615,218.2,Buffalo
561,1971,10,BUF,47.86666667,42.93997,-78.73615,218.2,Buffalo
562,1972,10,BUF,46.23333333,42.93997,-78.73615,218.2,Buffalo
563,1973,10,BUF,49.31666667,42.93997,-78.73615,218.2,Buffalo
564,1974,10,BUF,47.28333333,42.93997,-78.73615,218.2,Buffalo
565,1975,10,BUF,48.95833333,42.93997,-78.73615,218.2,Buffalo
566,1976,10,BUF,46.225,42.93997,-78.73615,218.2,Buffalo
567,1977,10,BUF,47.775,42.93997,-78.73615,218.2,Buffalo
568,1978,10,BUF,45.89166667,42.93997,-78.73615,218.2,Buffalo
569,1979,10,BUF,47.45,42.93997,-78.73615,218.2,Buffalo
570,1980,10,BUF,47.05,42.93997,-78.73615,218.2,Buffalo
571,1981,10,BUF,48,42.93997,-78.73615,218.2,Buffalo
572,1982,10,BUF,47.4,42.93997,-78.73615,218.2,Buffalo
573,1983,10,BUF,48.525,42.93997,-78.73615,218.2,Buffalo
574,1984,10,BUF,48.00833333,42.93997,-78.73615,218.2,Buffalo
575,1985,10,BUF,47.99166667,42.93997,-78.73615,218.2,Buffalo
576,1986,10,BUF,48.275,42.93997,-78.73615,218.2,Buffalo
577,1987,10,BUF,49.93333333,42.93997,-78.73615,218.2,Buffalo
578,1988,10,BUF,48.74166667,42.93997,-78.73615,218.2,Buffalo
579,1989,10,BUF,46.43333333,42.93997,-78.73615,218.2,Buffalo
580,1990,10,BUF,50.25833333,42.93997,-78.73615,218.2,Buffalo
581,1991,10,BUF,50.55,42.93997,-78.73615,218.2,Buffalo
582,1992,10,BUF,47.10833333,42.93997,-78.73615,218.2,Buffalo
583,1993,10,BUF,47.85833333,42.93997,-78.73615,218.2,Buffalo
584,1994,10,BUF,48.29166667,42.93997,-78.73615,218.2,Buffalo
585,1995,10,BUF,48.25833333,42.93997,-78.73615,218.2,Buffalo
586,1996,10,BUF,46.84166667,42.93997,-78.73615,218.2,Buffalo
587,1997,10,BUF,46.90833333,42.93997,-78.73615,218.2,Buffalo
588,1998,10,BUF,50.86666667,42.93997,-78.73615,218.2,Buffalo
589,1999,10,BUF,49.3,42.93997,-78.73615,218.2,Buffalo
590,2000,10,BUF,47.49166667,42.93997,-78.73615,218.2,Buffalo
591,2001,10,BUF,50.05,42.93997,-78.73615,218.2,Buffalo
592,2002,10,BUF,49.21666667,42.93997,-78.73615,218.2,Buffalo
593,2003,10,BUF,46.95,42.93997,-78.73615,218.2,Buffalo
594,2004,10,BUF,47.725,42.93997,-78.73615,218.2,Buffalo
595,2005,10,BUF,48.93333333,42.93997,-78.73615,218.2,Buffalo
596,2006,10,BUF,50.73333333,42.93997,-78.73615,218.2,Buffalo
597,2007,10,BUF,49.05833333,42.93997,-78.73615,218.2,Buffalo
598,2008,10,BUF,48.44166667,42.93997,-78.73615,218.2,Buffalo
599,2009,10,BUF,47.5,42.93997,-78.73615,218.2,Buffalo
600,2010,10,BUF,49.2,42.93997,-78.73615,218.2,Buffalo
601,2011,10,BUF,49.6,42.93997,-78.73615,218.2,Buffalo
602,2012,10,BUF,52.06666667,42.93997,-78.73615,218.2,Buffalo
603,2013,10,BUF,48.78333333,42.93997,-78.73615,218.2,Buffalo
604,2014,10,BUF,47.08333333,42.93997,-78.73615,218.2,Buffalo
605,2015,10,BUF,48.55833333,42.93997,-78.73615,218.2,Buffalo
606,2016,10,BUF,51.16666667,42.93997,-78.73615,218.2,Buffalo
607,2017,10,BUF,49.99166667,42.93997,-78.73615,218.2,Buffalo
608,2018,10,BUF,49.41666667,42.93997,-78.73615,218.2,Buffalo
609,2019,10,BUF,48.24166667,42.93997,-78.73615,218.2,Buffalo
610,2020,10,BUF,51.48333333,42.93997,-78.73615,218.2,Buffalo
611,1960,11,BWI,54.175,39.1733,-76.684,47.5,Baltimore
612,1961,11,BWI,54.5,39.1733,-76.684,47.5,Baltimore
613,1962,11,BWI,53.61666667,39.1733,-76.684,47.5,Baltimore
614,1963,11,BWI,53.20833333,39.1733,-76.684,47.5,Baltimore
615,1964,11,BWI,55.06666667,39.1733,-76.684,47.5,Baltimore
616,1965,11,BWI,54.4,39.1733,-76.684,47.5,Baltimore
617,1966,11,BWI,53.75,39.1733,-76.684,47.5,Baltimore
618,1967,11,BWI,53.48333333,39.1733,-76.684,47.5,Baltimore
619,1968,11,BWI,55.29166667,39.1733,-76.684,47.5,Baltimore
620,1969,11,BWI,55.50833333,39.1733,-76.684,47.5,Baltimore
621,1970,11,BWI,56.06666667,39.1733,-76.684,47.5,Baltimore
622,1971,11,BWI,55.95833333,39.1733,-76.684,47.5,Baltimore
623,1972,11,BWI,54.74166667,39.1733,-76.684,47.5,Baltimore
624,1973,11,BWI,55.70833333,39.1733,-76.684,47.5,Baltimore
625,1974,11,BWI,55.425,39.1733,-76.684,47.5,Baltimore
626,1975,11,BWI,56.55,39.1733,-76.684,47.5,Baltimore
627,1976,11,BWI,54.95833333,39.1733,-76.684,47.5,Baltimore
628,1977,11,BWI,56.23333333,39.1733,-76.684,47.5,Baltimore
629,1978,11,BWI,54.68333333,39.1733,-76.684,47.5,Baltimore
630,1979,11,BWI,55.18333333,39.1733,-76.684,47.5,Baltimore
631,1980,11,BWI,55.26666667,39.1733,-76.684,47.5,Baltimore
632,1981,11,BWI,54.60833333,39.1733,-76.684,47.5,Baltimore
633,1982,11,BWI,54.54166667,39.1733,-76.684,47.5,Baltimore
634,1983,11,BWI,55.29166667,39.1733,-76.684,47.5,Baltimore
635,1984,11,BWI,54.85833333,39.1733,-76.684,47.5,Baltimore
636,1985,11,BWI,56.025,39.1733,-76.684,47.5,Baltimore
637,1986,11,BWI,55.73333333,39.1733,-76.684,47.5,Baltimore
638,1987,11,BWI,55.81666667,39.1733,-76.684,47.5,Baltimore
639,1988,11,BWI,54.98333333,39.1733,-76.684,47.5,Baltimore
640,1989,11,BWI,54.5,39.1733,-76.684,47.5,Baltimore
641,1990,11,BWI,57.91666667,39.1733,-76.684,47.5,Baltimore
642,1991,11,BWI,57.69166667,39.1733,-76.684,47.5,Baltimore
643,1992,11,BWI,54.45833333,39.1733,-76.684,47.5,Baltimore
644,1993,11,BWI,55.15833333,39.1733,-76.684,47.5,Baltimore
645,1994,11,BWI,56.23333333,39.1733,-76.684,47.5,Baltimore
646,1995,11,BWI,56.96666667,39.1733,-76.684,47.5,Baltimore
647,1996,11,BWI,53.81666667,39.1733,-76.684,47.5,Baltimore
648,1997,11,BWI,54.775,39.1733,-76.684,47.5,Baltimore
649,1998,11,BWI,57.43333333,39.1733,-76.684,47.5,Baltimore
650,1999,11,BWI,55.83333333,39.1733,-76.684,47.5,Baltimore
651,2000,11,BWI,54.34166667,39.1733,-76.684,47.5,Baltimore
652,2001,11,BWI,55.8,39.1733,-76.684,47.5,Baltimore
653,2002,11,BWI,56.43333333,39.1733,-76.684,47.5,Baltimore
654,2003,11,BWI,53.84166667,39.1733,-76.684,47.5,Baltimore
655,2004,11,BWI,55.375,39.1733,-76.684,47.5,Baltimore
656,2005,11,BWI,55.56666667,39.1733,-76.684,47.5,Baltimore
657,2006,11,BWI,57.30833333,39.1733,-76.684,47.5,Baltimore
658,2007,11,BWI,56.30833333,39.1733,-76.684,47.5,Baltimore
659,2008,11,BWI,55.75,39.1733,-76.684,47.5,Baltimore
660,2009,11,BWI,54.775,39.1733,-76.684,47.5,Baltimore
661,2010,11,BWI,56.86666667,39.1733,-76.684,47.5,Baltimore
662,2011,11,BWI,57.48333333,39.1733,-76.684,47.5,Baltimore
663,2012,11,BWI,58.625,39.1733,-76.684,47.5,Baltimore
664,2013,11,BWI,55.69166667,39.1733,-76.684,47.5,Baltimore
665,2014,11,BWI,54.025,39.1733,-76.684,47.5,Baltimore
666,2015,11,BWI,56.09166667,39.1733,-76.684,47.5,Baltimore
667,2016,11,BWI,57.15,39.1733,-76.684,47.5,Baltimore
668,2017,11,BWI,57.35,39.1733,-76.684,47.5,Baltimore
669,2018,11,BWI,56.7,39.1733,-76.684,47.5,Baltimore
670,2019,11,BWI,58.04166667,39.1733,-76.684,47.5,Baltimore
671,2020,11,BWI,58.75,39.1733,-76.684,47.5,Baltimore
672,1960,12,CAE,62.48333333,33.94225,-81.11802,68.3,"Columbia, SC"
673,1961,12,CAE,63.09166667,33.94225,-81.11802,68.3,"Columbia, SC"
674,1962,12,CAE,63.39166667,33.94225,-81.11802,68.3,"Columbia, SC"
675,1963,12,CAE,62.3,33.94225,-81.11802,68.3,"Columbia, SC"
676,1964,12,CAE,63.1,33.94225,-81.11802,68.3,"Columbia, SC"
677,1965,12,CAE,63.61666667,33.94225,-81.11802,68.3,"Columbia, SC"
678,1966,12,CAE,61.94166667,33.94225,-81.11802,68.3,"Columbia, SC"
679,1967,12,CAE,61.00833333,33.94225,-81.11802,68.3,"Columbia, SC"
680,1968,12,CAE,61.91666667,33.94225,-81.11802,68.3,"Columbia, SC"
681,1969,12,CAE,62.05,33.94225,-81.11802,68.3,"Columbia, SC"
682,1970,12,CAE,64.225,33.94225,-81.11802,68.3,"Columbia, SC"
683,1971,12,CAE,64.175,33.94225,-81.11802,68.3,"Columbia, SC"
684,1972,12,CAE,63.05833333,33.94225,-81.11802,68.3,"Columbia, SC"
685,1973,12,CAE,63.93333333,33.94225,-81.11802,68.3,"Columbia, SC"
686,1974,12,CAE,65.44166667,33.94225,-81.11802,68.3,"Columbia, SC"
687,1975,12,CAE,64.79166667,33.94225,-81.11802,68.3,"Columbia, SC"
688,1976,12,CAE,62.425,33.94225,-81.11802,68.3,"Columbia, SC"
689,1977,12,CAE,62.9,33.94225,-81.11802,68.3,"Columbia, SC"
690,1978,12,CAE,62.23333333,33.94225,-81.11802,68.3,"Columbia, SC"
691,1979,12,CAE,61.675,33.94225,-81.11802,68.3,"Columbia, SC"
692,1980,12,CAE,61.425,33.94225,-81.11802,68.3,"Columbia, SC"
693,1981,12,CAE,61.60833333,33.94225,-81.11802,68.3,"Columbia, SC"
694,1982,12,CAE,62.86666667,33.94225,-81.11802,68.3,"Columbia, SC"
695,1983,12,CAE,61.74166667,33.94225,-81.11802,68.3,"Columbia, SC"
696,1984,12,CAE,62.975,33.94225,-81.11802,68.3,"Columbia, SC"
697,1985,12,CAE,63.56666667,33.94225,-81.11802,68.3,"Columbia, SC"
698,1986,12,CAE,64.88333333,33.94225,-81.11802,68.3,"Columbia, SC"
699,1987,12,CAE,63.2,33.94225,-81.11802,68.3,"Columbia, SC"
700,1988,12,CAE,62.36666667,33.94225,-81.11802,68.3,"Columbia, SC"
701,1989,12,CAE,63.68333333,33.94225,-81.11802,68.3,"Columbia, SC"
702,1990,12,CAE,66.48333333,33.94225,-81.11802,68.3,"Columbia, SC"
703,1991,12,CAE,65.21666667,33.94225,-81.11802,68.3,"Columbia, SC"
704,1992,12,CAE,63.1,33.94225,-81.11802,68.3,"Columbia, SC"
705,1993,12,CAE,63.55833333,33.94225,-81.11802,68.3,"Columbia, SC"
706,1994,12,CAE,64.19166667,33.94225,-81.11802,68.3,"Columbia, SC"
707,1995,12,CAE,63.85833333,33.94225,-81.11802,68.3,"Columbia, SC"
708,1996,12,CAE,62.80833333,33.94225,-81.11802,68.3,"Columbia, SC"
709,1997,12,CAE,63.03333333,33.94225,-81.11802,68.3,"Columbia, SC"
710,1998,12,CAE,65.55833333,33.94225,-81.11802,68.3,"Columbia, SC"
711,1999,12,CAE,63.925,33.94225,-81.11802,68.3,"Columbia, SC"
712,2000,12,CAE,63.05833333,33.94225,-81.11802,68.3,"Columbia, SC"
713,2001,12,CAE,64.34166667,33.94225,-81.11802,68.3,"Columbia, SC"
714,2002,12,CAE,64.7,33.94225,-81.11802,68.3,"Columbia, SC"
715,2003,12,CAE,62.975,33.94225,-81.11802,68.3,"Columbia, SC"
716,2004,12,CAE,64.05,33.94225,-81.11802,68.3,"Columbia, SC"
717,2005,12,CAE,63.825,33.94225,-81.11802,68.3,"Columbia, SC"
718,2006,12,CAE,64.23333333,33.94225,-81.11802,68.3,"Columbia, SC"
719,2007,12,CAE,65.15,33.94225,-81.11802,68.3,"Columbia, SC"
720,2008,12,CAE,63.86666667,33.94225,-81.11802,68.3,"Columbia, SC"
721,2009,12,CAE,63.75833333,33.94225,-81.11802,68.3,"Columbia, SC"
722,2010,12,CAE,64.025,33.94225,-81.11802,68.3,"Columbia, SC"
723,2011,12,CAE,65.91666667,33.94225,-81.11802,68.3,"Columbia, SC"
724,2012,12,CAE,66.43333333,33.94225,-81.11802,68.3,"Columbia, SC"
725,2013,12,CAE,64.36666667,33.94225,-81.11802,68.3,"Columbia, SC"
726,2014,12,CAE,64.35,33.94225,-81.11802,68.3,"Columbia, SC"
727,2015,12,CAE,66.49166667,33.94225,-81.11802,68.3,"Columbia, SC"
728,2016,12,CAE,66.875,33.94225,-81.11802,68.3,"Columbia, SC"
729,2017,12,CAE,67.29166667,33.94225,-81.11802,68.3,"Columbia, SC"
730,2018,12,CAE,66.44166667,33.94225,-81.11802,68.3,"Columbia, SC"
731,2019,12,CAE,66.18333333,33.94225,-81.11802,68.3,"Columbia, SC"
732,2020,12,CAE,65.80833333,33.94225,-81.11802,68.3,"Columbia, SC"
733,1960,13,CHS,63.7,32.89943,-80.04075,12.2,"Charleston, SC"
734,1961,13,CHS,64.49166667,32.89943,-80.04075,12.2,"Charleston, SC"
735,1962,13,CHS,64.15,32.89943,-80.04075,12.2,"Charleston, SC"
736,1963,13,CHS,64.20833333,32.89943,-80.04075,12.2,"Charleston, SC"
737,1964,13,CHS,65.11666667,32.89943,-80.04075,12.2,"Charleston, SC"
738,1965,13,CHS,64.75833333,32.89943,-80.04075,12.2,"Charleston, SC"
739,1966,13,CHS,63.575,32.89943,-80.04075,12.2,"Charleston, SC"
740,1967,13,CHS,64.31666667,32.89943,-80.04075,12.2,"Charleston, SC"
741,1968,13,CHS,63.45,32.89943,-80.04075,12.2,"Charleston, SC"
742,1969,13,CHS,62.975,32.89943,-80.04075,12.2,"Charleston, SC"
743,1970,13,CHS,64.80833333,32.89943,-80.04075,12.2,"Charleston, SC"
744,1971,13,CHS,65.75833333,32.89943,-80.04075,12.2,"Charleston, SC"
745,1972,13,CHS,65.41666667,32.89943,-80.04075,12.2,"Charleston, SC"
746,1973,13,CHS,66.01666667,32.89943,-80.04075,12.2,"Charleston, SC"
747,1974,13,CHS,65.73333333,32.89943,-80.04075,12.2,"Charleston, SC"
748,1975,13,CHS,66.35833333,32.89943,-80.04075,12.2,"Charleston, SC"
749,1976,13,CHS,63.81666667,32.89943,-80.04075,12.2,"Charleston, SC"
